ward,target_pct_vunerable
00A93O0,14.44038730204841
01V40KO,31.96605126938834
01ZHVW0,4.928903189924022
028YQJX,3.9538606486052714
02G8W11,0.7283485262429465
03RU77Q,15.801045229968611
0935C30,21.947300190381448
0DCE4FB,16.754282709035547
0DUEHMX,2.897802031497989
0FTXTHP,2.697471989211779
0FXECHK,4.862216226577016
0HCX91F,2.768996275132978
0IKGARI,0.4317454938634443
0JRGKQ4,5.4578109157898815
0KTSEXR,1.987196168312388
0M6MX2A,5.339905951415044
0P8S06V,38.263504081946266
0PBSOBF,10.20876866938419
0PNJX5M,0.587771845198346
0RA7XHK,0.22942187215736243
0S7C4DH,1.3061141294793686
0TRP3ER,40.05983486049267
0US7N2T,28.75846057007873
0WS5BT8,37.974959873287645
0XABPKH,32.811014150267226
0XE31PI,16.62449665248094
0Y0V3J8,21.322740608765777
0YPOXHL,26.539687879757444
0ZFUG7F,13.171870191556547
105NU2D,36.470884009772206
10OB8IW,0.12247082208117832
14EYJ6K,34.465931780041274
151LFIB,3.9518330447439807
17FACUG,10.550514328290427
18M5SKB,13.566889164520568
1B4JFVL,38.11617947067025
1BF4WMH,0.23159900240687525
1BIEG1U,4.154689331225985
1C2TVDR,35.42206668292981
1C48ZJ2,21.412554211521837
1CMO0Y4,1.393758168603364
1CUTFTD,34.67514034658626
1DNN5IJ,30.78454606889086
1FG5H0O,36.312003763573145
1IOYQOT,38.96536228655023
1JBNE5I,-0.03601219030538466
1LGRAYJ,14.237505996883543
1O20G6P,2.9061528075707876
1PD72TN,29.618237428748763
1Q75HEP,1.1512756007844676
1RW5NMZ,0.6759627946631874
1SZBSWT,0.41542307170659254
1U5BC3L,3.3368163491863503
1WAZ8Q0,0.8943531016897532
1YE6439,1.4363356394353826
1YIF2RN,2.097147157702082
215TAPC,4.017784269422985
22DG8AR,33.66659098767883
233CS64,25.65773588469937
24JY8CX,29.762094588624212
24OX2ZO,32.77839150714081
24WYRNI,45.01997431578451
257YM8M,16.022363028996704
26I3DN0,3.292191451572815
26RDOIK,33.64187862385724
2861T51,28.039723192069953
28FV4CA,4.314897770391024
28XXOHY,10.45830315053782
2B8E3IA,33.219437988466424
2BFC9MJ,4.461377167551158
2D2Z50D,2.373478847869234
2DF76GS,23.795912811065595
2EEDA3F,26.89449744581907
2FO0WKT,25.122958455559047
2H6Z1TB,34.24289097908476
2IZ2FOA,31.79318031516183
2KJIQI4,2.255703836155915
2L6Z5NV,4.0091906875765515
2LDKL4U,27.2524945748439
2MDACB3,3.8975546653917146
2MQD51O,0.19609539418486766
2OAIZ4C,42.346036463018294
2OU52SS,30.41707831514289
2QKDSRB,0.5019062061231537
2R2BYQK,1.4090453832922702
2RFLYH2,-0.04014083657837492
2SNGXJS,13.030884793943349
2SZ6BB2,30.550880429273445
2U3Z9GM,0.20385981848477008
2VQN76H,2.020548581346442
2WJG38Y,0.1809749672480851
2WN9P3F,24.797195794255273
2WNNN6R,37.30578077274575
2ZDX7JP,12.279819779130236
2ZJX6E6,21.989261870744908
3369B4X,1.5811834383633354
33AU2EF,7.437415729224594
34HQTD8,4.654123510842805
34JHI35,1.0970854720524146
