ward,target_pct_vunerable
00A93O0,12.401998190122342
01V40KO,29.990770256782167
01ZHVW0,4.290524129693903
028YQJX,3.915198777061456
02G8W11,1.4895253811587454
03RU77Q,14.526496142118562
0935C30,19.585453113440064
0DCE4FB,17.33989790918233
0DUEHMX,2.8939631909586647
0FTXTHP,4.148278748511549
0FXECHK,5.194346818346596
0HCX91F,3.410264996691251
0IKGARI,0.967552916872426
0JRGKQ4,6.077392878090765
0KTSEXR,0.8233985772179703
0M6MX2A,5.062657742495185
0P8S06V,36.020541674763344
0PBSOBF,9.095659557827728
0PNJX5M,1.1052422683274579
0RA7XHK,0.2734332405026232
0S7C4DH,2.1398284288312364
0TRP3ER,40.7416155464651
0US7N2T,27.27911353626569
0WS5BT8,34.499710882843175
0XABPKH,30.697906458518272
0XE31PI,14.36313348846767
0Y0V3J8,20.51172577879847
0YPOXHL,23.666548461840556
0ZFUG7F,11.097967668552405
105NU2D,35.71884990222509
10OB8IW,0.32254604686427085
14EYJ6K,33.1513629718937
151LFIB,3.0599670631069413
17FACUG,12.692980689906438
18M5SKB,12.120304748443461
1B4JFVL,36.2582152679829
1BF4WMH,0.22289020763313533
1BIEG1U,5.518464380797234
1C2TVDR,34.11945435831895
1C48ZJ2,24.003820422033947
1CMO0Y4,0.3221203014508739
1CUTFTD,34.77742528011174
1DNN5IJ,28.702152432584317
1FG5H0O,36.234656522495214
1IOYQOT,36.91266608400509
1JBNE5I,0.19396409298122788
1LGRAYJ,11.047114648757233
1O20G6P,1.9538171335823724
1PD72TN,27.819253637937116
1Q75HEP,1.0380555912443754
1RW5NMZ,0.7357126650866962
1SZBSWT,0.24523900425348338
1U5BC3L,3.303995839382243
1WAZ8Q0,1.1135687786693238
1YE6439,0.5539037637137265
1YIF2RN,1.0790013003781453
215TAPC,4.83682319746475
22DG8AR,33.83665062641956
233CS64,27.9819994237408
24JY8CX,28.844833679179388
24OX2ZO,33.95971674947681
24WYRNI,40.53691452531826
257YM8M,10.13345932970727
26I3DN0,1.1272480232870492
26RDOIK,33.3448270352036
2861T51,28.604477210579944
28FV4CA,5.250298717128451
28XXOHY,9.34898111503953
2B8E3IA,32.23577505518327
2BFC9MJ,4.758685786619151
2D2Z50D,2.564049480898744
2DF76GS,25.135566371255425
2EEDA3F,29.69014963724333
2FO0WKT,26.602824938978095
2H6Z1TB,34.804509160944555
2IZ2FOA,32.61702853522563
2KJIQI4,1.620811216017483
2L6Z5NV,3.53726363537986
2LDKL4U,26.29060220369404
2MDACB3,4.353807711328477
2MQD51O,0.6760895755084765
2OAIZ4C,39.75390096940548
2OU52SS,30.1937760838319
2QKDSRB,0.8252774189138418
2R2BYQK,0.4457039754490238
2RFLYH2,0.25192457240615185
2SNGXJS,15.015209620324077
2SZ6BB2,28.924866082407817
2U3Z9GM,0.3888567870309468
2VQN76H,2.977579486138565
2WJG38Y,0.33465844595322736
2WN9P3F,23.245914164937172
2WNNN6R,36.281400579737095
2ZDX7JP,11.253314709693207
2ZJX6E6,24.875293432087002
3369B4X,2.487841903715106
33AU2EF,7.247323217079137
34HQTD8,3.9807344288778723
34JHI35,0.35386229094590277
37HAXAE,0.927903186502262
38QC76K,22.057046212497585
3ARUZR4,3.3230368236465218
3C8W5V6,2.001682438440868
3CAYCPX,6.450892821924283
3CI0CKX,6.3455054556833295
3D0HQS7,1.1999298453648208
3EA16E7,0.5638146354636457
3EHDLM2,4.805395445968558
3EXPKHN,0.6742478440934135
3F2D9F0,37.22625722512004
3F9T39K,27.965762395067987
3G0G6A3,5.031392865293231
3HJ2SJ7,0.20683975880025238
3IMSK3F,20.04678333254615
3IO8T7J,0.20454047558697558
3K1QDO6,28.57038926566673
3PSGNSV,26.954669285437827
3PUBSAF,33.44271965908622
3Q1BEBW,31.67611592919285
3RCTMF2,8.083386882715272
3RL23LD,2.723160020248882
3VGPDZ5,35.41635967898055
3W7QZ5P,27.360638125521014
3XCKC70,1.1422603581741453
3Y7OY4T,7.810363504299759
3Z7B62W,22.95075314205282
40LFOGC,43.0274355326291
40PHH7U,15.417718558976281
42DZQJA,1.3259226162126994
45AI1QH,12.143824898098485
47ICDLY,0.29841624364815417
47XV4P3,24.25267804508758
485MJWX,1.5225755630350322
49HVKTG,0.2176771246855476
49ZGNCJ,0.8850678105226063
49ZNW7E,3.6051514368987205
4D6H3V3,8.57092325734888
4DARAWK,34.71804083050536
4DBURYH,0.19309828031863815
4IJL6PQ,0.2164636864055463
4K01HCW,0.25202539900230625
4KVOUFG,0.20992018382210856
4MUT93Q,0.8144382145753332
4OMEQQM,2.0126408718561337
4OU1J1Z,0.20860783456698498
4QIL7U4,4.961413886748062
4RFNZ3K,1.2914541913431339
4RGXG6V,27.47071754009698
4SSME9C,23.74891391106338
4SXBIRR,7.769589211824168
4TAUY40,30.041295335114775
4ULD0F5,20.450920945327706
4UUST6G,2.4719859865919633
4W49QH5,16.096165056599208
4W9H5MR,30.38230031622374
4ZOI3KZ,22.218176397680498
50JGUDC,1.9763149531829725
51J42OG,18.913481794986186
52P1YPZ,2.35007408761176
5404OVK,3.8564009390792364
54ILT9A,1.5433850348419065
54VKXXW,4.4767992813188835
56AJT4M,28.482840127168487
58DQFW2,3.7958349041021426
59A2WAI,1.3276032226282117
59W1R31,0.31261464745858225
5CGFJF4,0.5626593286511464
5EI2I07,36.157303325296404
5ELWVGE,5.918202951691083
5F2CTMZ,0.2565598064590965
5HVS35S,39.35149140196525
5JE13GA,41.09573392709672
5K5GJFJ,1.9400975378772523
5KKOYMO,29.603920528075605
5L3M523,0.24911052529541483
5LVF7CU,2.875459428105111
5MM3YQB,4.763471149116159
5N0URLB,3.616755958569344
5N6EZ1S,38.523937356300095
5S3ELYF,17.91728522931577
5TBBZQV,38.61216299129588
5WGC8R7,13.568516866382865
5WN9VZF,8.75412869158388
5Y31GRR,34.79978213784079
5YAG9SP,0.22428215604595664
62E22PQ,0.20696904542161135
652X54R,24.356267290272253
65VFJHC,0.7435088755092355
678EWN0,34.50895498424273
683T0RS,5.490502966614262
6AFF1OZ,27.033738837110583
6C3151N,0.21330591600041282
6D2WD86,1.326939071826992
6D96UPF,5.913478010247946
6EY3N45,0.2150814977022883
6F42S01,0.9293121264679702
6H5XB06,3.342580164525253
6HBMUQ1,31.934284841365525
6HR8849,4.5804858318342045
6I2ADVC,0.36032860876258094
6KA2MF9,25.786528893293323
6NY6KYD,0.22360462895058167
6O6VZL4,4.183150326434739
6OC1RD0,18.78676827696888
6PSLJ54,29.25776726383262
6QNQRT1,2.7071125174907507
6RGO7XW,0.5125212164620988
6S3AVBJ,6.316056850422448
6W07TP6,10.826984466820369
6WIZX7C,27.66062093879161
6WKWAXF,26.21037537109399
6WRMCTV,2.644401649363703
6XO9WKJ,2.3376017843653183
6Z0AG00,0.23507410129215472
6ZX6KZY,29.772884034441685
70QTSOC,29.573273779532027
70QWCQN,2.799157384313544
70TT5RG,29.11662132864754
722FB2E,3.1945909094217924
727BLLN,0.21318987761044092
72N4VXM,39.35453635103139
72QMGGF,28.13376844639656
7376KM2,36.47715482630544
74ZW69I,23.55616494623361
75INALX,34.63743982297817
7674G9Z,9.629003588720106
76PGI5C,0.6043712883349156
76XL1DS,7.940378849317979
7871DQY,0.19979822304644426
78NCRDD,36.28375154964828
7B9PJ46,38.19667249005366
7BA3P7L,3.6344517850942024
7BGQBZS,36.6255829673413
7CESXKA,3.855183884169506
7EYP4G0,4.340271045167293
7G31XF6,22.588601426820944
7H1DT0M,1.4748156767990892
7H26K3P,26.93881986593621
7HJI3YZ,3.146838467514333
7HS8XBV,10.118548508147471
7J63FDQ,0.45400288639136654
7KMO5P0,25.15773541170534
7KW3SI1,1.0966071208718047
7LF7KJA,27.514417355034652
7LP4WWS,2.0502967209416627
7LR536E,34.43186369400742
7O4GI7N,4.39745079217851
7O5642F,40.18361269309875
7OGTH2F,0.602814666513743
7OPTXE8,1.5772838136419167
7QEL4LH,6.405959515006642
7TCN6IW,0.6723924749016876
7V98R2Q,1.6306364948325123
7Y2MHA7,0.21715772610132325
7YI3CHO,3.515558442635533
7YL7D6W,14.967254317112584
7Z6YOV0,3.5020630661469396
7ZGJQ2R,2.459855035463436
80PSDM6,0.2920119128876716
80YBLWC,30.73372552505565
82JCYHJ,1.7787304689752812
83TRY6G,1.9930439750910482
88NI79C,1.3400598227783738
8CO88MA,21.418323037819206
8F9XEV0,0.9780774542002009
8H1ZG4F,1.0813347022662096
8H7C2ZL,26.45788769493329
8J4DMMT,2.8532630902679665
8JAW9CN,0.24785701785597827
8JIS8H6,18.70566651094806
8LYR33E,34.36654767136552
8M6KSB8,32.530109621384454
8PIZIXD,9.158762704157898
8Q4ZXKO,5.665786680771032
8RZT1QY,24.241715316823466
8TZ31BD,1.7576792427285148
8U22RRT,1.8282884773030161
8VMATWP,3.906933346077708
8W7VAH2,16.452364239200094
8W9J3U3,6.21342520670136
8Z4XDBI,0.35513237466231923
8ZSIWPM,31.282851662591206
91KR9VT,28.584748023258594
933QAGH,0.47576128387497646
95NNRDB,3.697539524740643
96MA3AF,29.76636225398206
97CLVP8,27.437909586304112
98S7F3M,29.155552400098923
99AOQGC,0.476584622028813
9AWIFKJ,28.3115937066569
9BERHOH,1.1699019755998037
9BFNNF9,5.352482054402197
9C9NGOA,3.4350594270722103
9ECLL9Z,33.63188418019361
9HS5M9Z,0.2353378409037549
9HTBUN6,34.996424965079854
9ISLQ60,4.438621132978936
9J02E7F,4.760048848160574
9L7B971,1.5101496192082668
9ONYDLE,0.9659556050956124
9PDHCA1,38.98316516345396
9PFP18S,0.985831766075587
9RF4OHB,30.092825222211477
9RIXRTY,1.8056066609379864
9T55WOP,33.44176065252333
9TGSTW6,34.46809022452827
9UNT4JY,15.748676213801106
9YGQZWQ,1.3597791569113575
A1OF2EL,9.97359653885346
A29CQ8L,16.231905563245412
A5LQQ0D,2.3070971609107
A7J2YLO,34.82976242344937
A8KQLUM,0.25674393685517743
AB21C6W,22.020493269639868
AERL2RY,12.702199054762657
AEUUU5U,19.44445495917855
AG7R283,0.36847756768311635
AJCA5P8,0.30026445965835236
