Item_Store_ID,Item_Store_Returns
DRA59_BABATUNJI010,2052.27230033724
DRA59_BABATUNJI013,6846.370786363215
DRB01_BABATUNJI013,6761.2035149929325
DRB13_BABATUNJI010,2559.378161961097
DRB13_BABATUNJI013,6768.80054412298
DRB25_BABATUNJI017,4871.021872837616
DRB25_BABATUNJI027,7277.447145198992
DRB25_BABATUNJI035,5068.75953959405
DRB48_BABATUNJI017,4560.816444767661
DRB48_BABATUNJI027,6933.601203558906
DRB48_BABATUNJI035,4772.173261157088
DRB48_BABATUNJI046,4063.9456372939703
DRB48_BABATUNJI049,4181.023132233834
DRC01_BABATUNJI017,4537.516354447744
DRC01_BABATUNJI018,3767.19061290046
DRC01_BABATUNJI027,7020.716883267054
DRC01_BABATUNJI045,4360.591382625055
DRC01_BABATUNJI046,3911.9220875777087
DRC13_BABATUNJI035,5462.428420165466
DRC13_BABATUNJI045,5336.651902794326
DRC25_BABATUNJI018,3819.7840204304975
DRC25_BABATUNJI019,1303.6902210001383
DRC25_BABATUNJI027,7539.3147061375985
DRC25_BABATUNJI045,4241.260963173154
DRC25_BABATUNJI046,4140.6030651495585
DRC27_BABATUNJI010,3340.095136622407
DRC27_BABATUNJI018,7592.742380432736
DRC27_BABATUNJI049,9509.230548854408
DRC36_BABATUNJI013,6405.096194861275
DRD01_BABATUNJI017,4677.363042206232
DRD01_BABATUNJI018,3888.6729561273605
DRD01_BABATUNJI035,4692.7077472269175
DRD01_BABATUNJI045,4476.2333348115035
DRD01_BABATUNJI049,4321.072357163723
DRD12_BABATUNJI017,4561.144294734126
DRD12_BABATUNJI018,4043.806613095032
DRD12_BABATUNJI027,7539.3147061375985
DRD12_BABATUNJI035,4701.615894472105
DRD12_BABATUNJI045,4397.244370461531
DRD12_BABATUNJI046,4215.698631787112
DRD13_BABATUNJI017,4640.970480080336
DRD13_BABATUNJI018,3873.2063758433133
DRD13_BABATUNJI027,6812.359188948027
DRD13_BABATUNJI035,4737.622436051134
DRD13_BABATUNJI045,4435.737043469398
DRD13_BABATUNJI049,4396.867313652396
DRD15_BABATUNJI010,3436.735042631438
DRD15_BABATUNJI013,7006.958885005578
DRD15_BABATUNJI046,8716.64819268672
DRD15_BABATUNJI049,9455.51691596732
DRD24_BABATUNJI027,8988.478136123384
DRD25_BABATUNJI027,7479.841206168483
DRD25_BABATUNJI035,4979.00015253884
DRD25_BABATUNJI045,4692.6622141221505
DRD27_BABATUNJI017,4874.950522127671
DRD27_BABATUNJI019,1181.477531250143
DRD27_BABATUNJI045,4771.137865244857
DRD37_BABATUNJI017,4594.303198543975
DRD37_BABATUNJI018,3769.496702344617
DRD37_BABATUNJI045,4400.503922624863
DRD37_BABATUNJI046,3879.815646429167
DRD37_BABATUNJI049,4245.277890743624
DRD49_BABATUNJI046,8852.81820014659
DRD60_BABATUNJI013,6389.620898356453
DRE01_BABATUNJI010,3731.729398085822
DRE01_BABATUNJI046,8791.795788480791
DRE03_BABATUNJI017,4693.104272291501
DRE03_BABATUNJI018,3813.4922284427826
DRE03_BABATUNJI035,4737.464791433091
DRE03_BABATUNJI045,4395.436787596231
DRE03_BABATUNJI046,3905.780353022643
DRE03_BABATUNJI049,4260.2136514617805
DRE12_BABATUNJI027,7419.923249677343
DRE12_BABATUNJI035,5124.873211646015
DRE12_BABATUNJI045,5235.243529451052
DRE13_BABATUNJI027,7072.972145282241
DRE13_BABATUNJI035,4651.357604427514
DRE13_BABATUNJI045,4309.407872672451
DRE13_BABATUNJI049,4322.0845976334695
DRE15_BABATUNJI017,4879.191607946794
DRE15_BABATUNJI018,3925.4545299770907
DRE15_BABATUNJI019,1305.7152011679805
DRE15_BABATUNJI027,7003.194796531404
DRE15_BABATUNJI045,4477.4550709950445
DRE15_BABATUNJI046,4055.3888343748035
DRE25_BABATUNJI017,4818.141938013599
DRE25_BABATUNJI027,6930.497912627361
DRE25_BABATUNJI035,4821.882717543165
DRE27_BABATUNJI035,4709.262541382552
DRE27_BABATUNJI045,4469.643095865377
DRE48_BABATUNJI013,6943.65106804268
DRE48_BABATUNJI046,7969.888930955848
DRE60_BABATUNJI013,7306.252758675172
DRF03_BABATUNJI018,3692.419572289752
DRF03_BABATUNJI027,6611.004207701815
DRF03_BABATUNJI035,4589.190788273387
DRF03_BABATUNJI045,4256.225707084168
DRF03_BABATUNJI046,3826.5847032812994
DRF03_BABATUNJI049,4205.748551292798
DRF25_BABATUNJI019,1386.0718135369143
DRF25_BABATUNJI027,6599.4453980565195
DRF25_BABATUNJI035,4407.648493819901
DRF25_BABATUNJI045,4088.559455712492
DRF25_BABATUNJI046,3764.7594722516533
DRF25_BABATUNJI049,4086.889718774306
DRF36_BABATUNJI010,2326.663174460222
DRF37_BABATUNJI013,7545.8450686986
DRF37_BABATUNJI018,8120.892397275318
DRF37_BABATUNJI035,10244.32228412315
DRF37_BABATUNJI045,9837.223130038108
DRF49_BABATUNJI035,5017.126902804701
DRF49_BABATUNJI045,4754.55995678892
DRF51_BABATUNJI018,3612.77692222556
DRF51_BABATUNJI045,4095.934714541181
DRF51_BABATUNJI046,3560.312371816688
DRF60_BABATUNJI018,7946.842065467385
DRF60_BABATUNJI049,9817.203208770416
DRG01_BABATUNJI019,1442.0690767623616
DRG01_BABATUNJI027,6893.447913797516
DRG01_BABATUNJI035,4777.539373853662
DRG01_BABATUNJI046,4115.8071361515995
DRG11_BABATUNJI045,4725.008984309275
DRG15_BABATUNJI017,4353.041160390755
DRG15_BABATUNJI035,4375.648947694644
DRG15_BABATUNJI045,4087.911757170453
DRG15_BABATUNJI046,3813.2336411375127
DRG15_BABATUNJI049,4101.128469813737
DRG25_BABATUNJI013,6539.981391813026
DRG27_BABATUNJI018,3924.088891913164
DRG27_BABATUNJI019,1287.694738268638
DRG27_BABATUNJI045,4180.609490886613
DRG27_BABATUNJI046,3770.9674627253535
DRG27_BABATUNJI049,4187.953369413759
DRG36_BABATUNJI013,6274.197092141212
DRG39_BABATUNJI018,3994.8749948474506
DRG39_BABATUNJI046,3836.137986868478
DRG39_BABATUNJI049,4302.420468477471
DRG49_BABATUNJI010,3657.7334676160904
DRG49_BABATUNJI018,8041.158100734445
DRH03_BABATUNJI018,3940.367897301011
DRH03_BABATUNJI019,1200.6406386367353
DRH03_BABATUNJI035,4899.119419876544
DRH11_BABATUNJI027,6481.563351661742
DRH11_BABATUNJI045,4390.879583878249
DRH11_BABATUNJI049,4289.05717502544
DRH13_BABATUNJI019,1155.3152004651915
DRH13_BABATUNJI045,4704.299362893484
DRH15_BABATUNJI018,3822.254220457988
DRH15_BABATUNJI019,1401.4788699824423
DRH15_BABATUNJI046,3824.1169139490667
DRH23_BABATUNJI017,4464.537386747887
DRH23_BABATUNJI019,1458.5556057044075
DRH23_BABATUNJI045,4378.041717942027
DRH23_BABATUNJI049,4488.534713927171
DRH25_BABATUNJI017,4633.618942814962
DRH25_BABATUNJI027,7011.211322711062
DRH25_BABATUNJI035,4866.867070498849
DRH25_BABATUNJI045,4445.734209674896
DRH36_BABATUNJI017,4499.91037830944
DRH36_BABATUNJI019,1366.6563443901266
DRH36_BABATUNJI035,4725.2671647404095
DRH36_BABATUNJI045,4335.749321094891
DRH36_BABATUNJI046,3963.503176253169
DRH39_BABATUNJI017,4370.50358265957
DRH39_BABATUNJI019,1560.5786167750186
DRH39_BABATUNJI027,6601.367878097093
DRH39_BABATUNJI046,4056.4286376101672
DRH39_BABATUNJI049,4173.025451267753
DRH49_BABATUNJI018,3974.870728730376
DRH49_BABATUNJI019,1431.231280187333
DRH49_BABATUNJI046,4213.816743791866
DRH51_BABATUNJI019,1160.6278708397235
DRH51_BABATUNJI027,7335.039946811212
DRH51_BABATUNJI035,4692.519459089779
DRH51_BABATUNJI049,4352.353535468863
DRH59_BABATUNJI046,4108.182798593089
DRH59_BABATUNJI049,4533.7828477198345
DRI01_BABATUNJI013,6224.294874577628
DRI03_BABATUNJI013,6428.451903576477
DRI11_BABATUNJI027,7599.552702924435
DRI11_BABATUNJI035,5163.9590625017445
DRI11_BABATUNJI045,4849.646423441194
DRI13_BABATUNJI013,7112.430423832058
DRI13_BABATUNJI018,7763.301124127716
DRI13_BABATUNJI046,8336.618461487891
DRI25_BABATUNJI017,4654.048904734969
DRI25_BABATUNJI027,6850.720665400102
DRI25_BABATUNJI045,4381.429056090608
DRI25_BABATUNJI046,3925.8968713608874
DRI25_BABATUNJI049,4317.325765494777
DRI37_BABATUNJI017,4476.7322615299945
DRI37_BABATUNJI018,3891.325626730966
DRI37_BABATUNJI027,6345.219644621997
DRI37_BABATUNJI046,3945.991483300838
DRI37_BABATUNJI049,4302.2031897811285
DRI39_BABATUNJI017,4455.918202263494
DRI39_BABATUNJI018,3986.9529568093776
DRI39_BABATUNJI027,6505.596575900454
DRI39_BABATUNJI035,4570.912884565314
DRI49_BABATUNJI018,3878.1357790741667
